,round_epochs,val_loss,val_accuracy,loss,accuracy,activation_1,activation_2,activation_3,activation_4,activation_5,batch_size,dropout,emb_output_dims,epochs,kernel_initializer,last_activation,loss,lr,neurons_layer_2,neurons_layer_3,neurons_layer_4,optimizer,weight_regulizer
99,10,1.947754979133606,0.16465863585472107,1.94840249453056,0.15163660049438477,tanh,relu,tanh,elu,elu,512,0.45,,10,uniform,softmax,categorical_crossentropy,0.0001,128,256,256,<class 'keras.optimizers.SGD'>,
547,13,1.9843433257566399,0.16465863585472107,1.9132606507781034,0.22912491858005524,relu,elu,relu,elu,elu,256,0.45,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,32,64,256,<class 'keras.optimizers.RMSprop'>,
1639,30,1.9476109125527992,0.16465863585472107,1.9508285380715757,0.1436205804347992,elu,tanh,tanh,elu,elu,256,0.30000000000000004,,30,normal,softmax,categorical_crossentropy,0.0001,128,256,128,<class 'keras.optimizers.Adam'>,
220,7,4.270511627197266,0.1666666716337204,7.211275177154847,0.17902471125125885,relu,tanh,elu,tanh,relu,512,0.2,,30,normal,softmax,categorical_crossentropy,4.00006,64,256,256,<class 'keras.optimizers.Adam'>,
22,10,1.9497511707635289,0.1666666716337204,1.9467189175810269,0.1629926562309265,tanh,relu,elu,elu,elu,256,0.35000000000000003,,10,uniform,softmax,categorical_crossentropy,0.0001,128,64,128,<class 'keras.optimizers.Nadam'>,
1802,2,131.6225033802201,0.1666666716337204,101.00411781407868,0.13360053300857544,elu,elu,elu,elu,elu,256,0.15000000000000002,,10,normal,softmax,categorical_crossentropy,8.000020000000001,128,256,32,<class 'keras.optimizers.Adam'>,
1147,4,1.9424560070037842,0.1666666716337204,1.9507785470945962,0.21977287530899048,tanh,relu,elu,relu,elu,512,0.45,,10,normal,softmax,categorical_crossentropy,2.0000800000000005,32,32,128,<class 'keras.optimizers.RMSprop'>,
237,30,1.9467032822260417,0.16867469251155853,1.9519802167085942,0.13627254962921143,elu,tanh,tanh,tanh,elu,256,0.1,,30,normal,softmax,categorical_crossentropy,0.0001,32,256,64,<class 'keras.optimizers.RMSprop'>,
500,2,9.757641792297363,0.16867469251155853,7.296765150670298,0.12090848386287689,elu,tanh,tanh,elu,tanh,512,0.4,,10,normal,softmax,categorical_crossentropy,7.000030000000001,64,256,128,<class 'keras.optimizers.Adam'>,
1759,2,1.964367151260376,0.16867469251155853,1.960338529619919,0.22845691442489624,elu,tanh,relu,tanh,elu,512,0.30000000000000004,,10,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,32,128,<class 'keras.optimizers.Nadam'>,
707,6,2.057269811630249,0.16867469251155853,1.8136269353434653,0.2658650577068329,tanh,tanh,relu,relu,tanh,512,0.2,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,32,64,64,<class 'keras.optimizers.Adam'>,
964,30,1.944775525824612,0.16867469251155853,1.9500061339669492,0.13426853716373444,relu,relu,tanh,tanh,elu,256,0.2,,30,normal,softmax,categorical_crossentropy,0.0001,128,128,128,<class 'keras.optimizers.Adam'>,
1967,9,1.9488904476165771,0.16867469251155853,2.2362825459612155,0.21977287530899048,relu,elu,elu,relu,elu,512,0.1,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,128,32,32,<class 'keras.optimizers.Nadam'>,
683,10,1.941025886190943,0.17068272829055786,1.9435868143796442,0.1890447586774826,relu,tanh,relu,elu,elu,256,0.0,,10,uniform,softmax,categorical_crossentropy,0.0001,128,256,64,<class 'keras.optimizers.SGD'>,
1983,10,1.946406171982547,0.17068272829055786,1.9500195659154562,0.13360053300857544,relu,relu,relu,elu,tanh,256,0.45,,10,normal,softmax,categorical_crossentropy,0.0001,64,256,128,<class 'keras.optimizers.SGD'>,
1016,30,1.944031109292823,0.17068272829055786,1.9527875461336288,0.15898463129997253,tanh,elu,relu,elu,elu,256,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,0.0001,128,128,32,<class 'keras.optimizers.RMSprop'>,
520,20,1.9362279803877376,0.17068272829055786,1.9552335096504503,0.13092851638793945,tanh,tanh,elu,relu,tanh,256,0.2,,20,normal,softmax,categorical_crossentropy,0.0001,64,32,128,<class 'keras.optimizers.RMSprop'>,
538,5,2.1522881984710693,0.1726907640695572,1.7918260258360552,0.2879091501235962,tanh,tanh,elu,tanh,tanh,512,0.15000000000000002,,20,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,128,32,<class 'keras.optimizers.Adam'>,
1702,30,1.9337246417999268,0.1726907640695572,1.9417223040868061,0.17034068703651428,tanh,relu,elu,relu,tanh,512,0.05,,30,normal,softmax,categorical_crossentropy,0.0001,128,32,32,<class 'keras.optimizers.RMSprop'>,
53,9,2.041255725914216,0.1726907640695572,1.8699905585669325,0.2571810185909271,elu,relu,tanh,relu,elu,256,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,32,128,256,<class 'keras.optimizers.Nadam'>,
857,20,1.9357652084894448,0.17469879984855652,1.940010860273658,0.17034068703651428,elu,tanh,tanh,elu,elu,256,0.1,,20,uniform,softmax,categorical_crossentropy,0.0001,64,256,64,<class 'keras.optimizers.SGD'>,
1615,8,1.984083790376962,0.17469879984855652,1.8550893655202352,0.2545090317726135,tanh,relu,tanh,elu,tanh,256,0.05,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,128,64,32,<class 'keras.optimizers.SGD'>,
941,10,1.92838716506958,0.17469879984855652,1.9623909181328558,0.17167668044567108,elu,elu,tanh,tanh,elu,512,0.4,,10,normal,softmax,categorical_crossentropy,0.0001,64,128,128,<class 'keras.optimizers.Nadam'>,
786,8,2.0373616362192544,0.17469879984855652,1.8587844704657932,0.25517702102661133,elu,elu,relu,elu,tanh,256,0.4,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,32,32,32,<class 'keras.optimizers.RMSprop'>,
273,10,2.014253353019316,0.17469879984855652,1.8267454074555105,0.2672010660171509,relu,relu,elu,tanh,tanh,256,0.1,,30,normal,softmax,categorical_crossentropy,7.000030000000001,128,128,64,<class 'keras.optimizers.SGD'>,
1445,10,1.941632422098673,0.17670682072639465,1.947315798653072,0.1402805596590042,relu,elu,elu,tanh,relu,256,0.4,,10,uniform,softmax,categorical_crossentropy,0.0001,32,256,256,<class 'keras.optimizers.SGD'>,
279,10,1.9682425260543823,0.17670682072639465,1.954649383255698,0.15631262958049774,elu,tanh,elu,elu,tanh,512,0.25,,10,normal,softmax,categorical_crossentropy,0.0001,64,256,32,<class 'keras.optimizers.Nadam'>,
289,30,1.9532630443572998,0.17670682072639465,1.9571896301720568,0.12090848386287689,tanh,relu,relu,elu,tanh,512,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,0.0001,64,128,256,<class 'keras.optimizers.Nadam'>,
1969,4,2.041313450977984,0.17670682072639465,1.7486043819683588,0.3386773467063904,elu,tanh,tanh,relu,tanh,256,0.1,,20,normal,softmax,categorical_crossentropy,1.0000900000000001,32,32,64,<class 'keras.optimizers.Adam'>,
290,20,1.9390240907669067,0.17670682072639465,1.9449777815767184,0.1636606603860855,elu,tanh,relu,relu,tanh,512,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,0.0001,64,64,256,<class 'keras.optimizers.SGD'>,
1796,5,2.335805654525757,0.17871485650539398,2.7450347567846873,0.1690046787261963,relu,tanh,elu,elu,relu,512,0.05,,10,uniform,softmax,categorical_crossentropy,4.00006,32,256,128,<class 'keras.optimizers.Adam'>,
185,7,2.058335542678833,0.17871485650539398,1.8548406065505747,0.24582497775554657,elu,elu,tanh,relu,relu,512,0.1,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,64,128,<class 'keras.optimizers.RMSprop'>,
1091,6,1.953279229531805,0.17871485650539398,1.867749804963091,0.2631930410861969,relu,relu,tanh,relu,elu,256,0.0,,20,normal,softmax,categorical_crossentropy,9.000010000000001,32,128,32,<class 'keras.optimizers.SGD'>,
34,4,2.009806442452243,0.17871485650539398,1.9012105484843334,0.235804945230484,elu,relu,relu,relu,relu,256,0.0,,20,normal,softmax,categorical_crossentropy,4.00006,128,32,64,<class 'keras.optimizers.RMSprop'>,
1692,5,1.9453556250376873,0.17871485650539398,1.8740550596553163,0.2411489635705948,elu,tanh,tanh,tanh,tanh,256,0.4,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,64,256,256,<class 'keras.optimizers.SGD'>,
610,8,1.9615749886715748,0.17871485650539398,1.8442286342163443,0.24849699437618256,tanh,elu,relu,tanh,relu,256,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,256,256,<class 'keras.optimizers.Nadam'>,
1233,20,1.954451423093497,0.1807228922843933,1.9503269283151976,0.16232465207576752,elu,tanh,relu,tanh,tanh,256,0.2,,20,normal,softmax,categorical_crossentropy,0.0001,64,256,64,<class 'keras.optimizers.SGD'>,
1117,10,2.018739938735962,0.1807228922843933,1.8796675149488227,0.237140953540802,elu,elu,relu,relu,tanh,512,0.25,,30,normal,softmax,categorical_crossentropy,1.0000900000000001,128,64,32,<class 'keras.optimizers.Nadam'>,
1797,7,93.920166015625,0.1807228922843933,110.19577262842743,0.13026052713394165,elu,elu,elu,elu,relu,512,0.0,,20,normal,softmax,categorical_crossentropy,8.000020000000001,32,256,256,<class 'keras.optimizers.RMSprop'>,
277,9,1.9408319666682476,0.18273092806339264,1.9154277643364275,0.2157648652791977,elu,relu,elu,tanh,relu,256,0.2,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,32,64,128,<class 'keras.optimizers.Adam'>,
1760,3,1.9515857696533203,0.18273092806339264,1.9396127718802525,0.13694055378437042,tanh,elu,tanh,relu,relu,512,0.0,,10,uniform,softmax,categorical_crossentropy,2.0000800000000005,32,256,128,<class 'keras.optimizers.RMSprop'>,
525,20,1.945296895551873,0.18273092806339264,1.9450167197741584,0.1656646579504013,relu,elu,tanh,relu,relu,256,0.0,,20,uniform,softmax,categorical_crossentropy,0.0001,32,256,128,<class 'keras.optimizers.RMSprop'>,
844,10,1.939765760218762,0.18273092806339264,1.9364530312354038,0.17034068703651428,elu,relu,elu,elu,tanh,256,0.2,,10,uniform,softmax,categorical_crossentropy,0.0001,128,128,128,<class 'keras.optimizers.RMSprop'>,
150,30,1.9449372195814507,0.18273092806339264,1.9730830850327261,0.1416165679693222,relu,elu,elu,elu,elu,256,0.25,,30,normal,softmax,categorical_crossentropy,0.0001,64,64,64,<class 'keras.optimizers.RMSprop'>,
147,30,1.9416717831868244,0.18273092806339264,1.938834271673051,0.18102872371673584,elu,elu,relu,tanh,tanh,256,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,0.0001,64,256,32,<class 'keras.optimizers.RMSprop'>,
1633,2,1.9690387742107651,0.18273092806339264,1.908531465367946,0.22712090611457825,elu,elu,relu,elu,tanh,256,0.2,,10,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,128,256,<class 'keras.optimizers.Adam'>,
1393,3,1.937550631871664,0.18473894894123077,1.9032234039478646,0.237140953540802,elu,elu,elu,relu,tanh,256,0.4,,10,normal,softmax,categorical_crossentropy,7.000030000000001,128,128,256,<class 'keras.optimizers.SGD'>,
95,6,1.9563488414488643,0.18473894894123077,1.8608164782514554,0.25317302346229553,tanh,elu,elu,relu,elu,256,0.05,,30,normal,softmax,categorical_crossentropy,7.000030000000001,32,128,128,<class 'keras.optimizers.SGD'>,
878,4,1.953048931068206,0.18473894894123077,2.2297602794770808,0.22244489192962646,tanh,relu,relu,relu,tanh,256,0.25,,20,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,256,256,<class 'keras.optimizers.Nadam'>,
1021,30,1.9331929683685303,0.1867469847202301,1.9322728692649123,0.17902471125125885,elu,tanh,tanh,relu,elu,512,0.1,,30,normal,softmax,categorical_crossentropy,0.0001,64,256,256,<class 'keras.optimizers.SGD'>,
928,8,2.0802154502715453,0.1867469847202301,1.8330208459693587,0.2591850459575653,relu,relu,tanh,relu,tanh,256,0.05,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,32,64,128,<class 'keras.optimizers.Adam'>,
954,7,2.5887491703033447,0.1867469847202301,2.786069585071378,0.20908483862876892,elu,tanh,relu,elu,tanh,512,0.30000000000000004,,20,normal,softmax,categorical_crossentropy,4.00006,64,256,128,<class 'keras.optimizers.Adam'>,
1530,8,1.9473439455032349,0.1867469847202301,1.9261637935657538,0.1877087503671646,tanh,elu,tanh,relu,tanh,512,0.45,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,128,32,256,<class 'keras.optimizers.Adam'>,
463,20,1.9459881543155655,0.18875502049922943,1.939984367541974,0.19906479120254517,elu,relu,relu,relu,elu,256,0.05,,20,uniform,softmax,categorical_crossentropy,0.0001,128,256,64,<class 'keras.optimizers.SGD'>,
1288,4,1.9525859533064815,0.18875502049922943,1.9051438457741288,0.236472949385643,relu,elu,relu,tanh,tanh,256,0.35000000000000003,,20,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,64,256,<class 'keras.optimizers.RMSprop'>,
456,3,1.9423790868506374,0.18875502049922943,1.8952763493091327,0.23446893692016602,relu,tanh,tanh,elu,tanh,256,0.0,,20,normal,softmax,categorical_crossentropy,7.000030000000001,64,128,64,<class 'keras.optimizers.SGD'>,
201,20,1.9486761945318505,0.18875502049922943,1.9568848745298928,0.1436205804347992,tanh,relu,elu,tanh,relu,256,0.35000000000000003,,20,normal,softmax,categorical_crossentropy,0.0001,64,128,32,<class 'keras.optimizers.SGD'>,
1569,3,1.9351573995797031,0.18875502049922943,1.9162609228390253,0.2144288569688797,tanh,tanh,relu,relu,elu,256,0.45,,10,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,32,256,<class 'keras.optimizers.Nadam'>,
848,13,1.9524796052151416,0.18875502049922943,1.9162967873957448,0.21710087358951569,elu,relu,relu,relu,relu,256,0.0,,30,normal,softmax,categorical_crossentropy,7.000030000000001,128,32,256,<class 'keras.optimizers.Nadam'>,
274,30,1.9383808374404907,0.18875502049922943,1.947245874481354,0.13827654719352722,relu,tanh,elu,elu,relu,512,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,0.0001,128,256,64,<class 'keras.optimizers.SGD'>,
917,5,1.9414796829223633,0.18875502049922943,1.9006592965396787,0.2398129552602768,tanh,tanh,tanh,relu,relu,512,0.1,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,64,64,32,<class 'keras.optimizers.RMSprop'>,
594,8,1.928596019744873,0.19076305627822876,1.8412656922617512,0.2545090317726135,relu,elu,relu,tanh,relu,512,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,32,64,128,<class 'keras.optimizers.Nadam'>,
183,30,1.943930610595458,0.19076305627822876,1.9491644169221978,0.1409485638141632,relu,elu,relu,elu,tanh,256,0.45,,30,normal,softmax,categorical_crossentropy,0.0001,32,256,128,<class 'keras.optimizers.SGD'>,
476,30,1.9413576126098633,0.19076305627822876,1.9445973279560576,0.15831662714481354,relu,relu,tanh,tanh,tanh,512,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,0.0001,64,256,256,<class 'keras.optimizers.Nadam'>,
1586,6,2.0299624850951044,0.19076305627822876,1.8746076501363425,0.25116899609565735,tanh,tanh,elu,elu,tanh,256,0.30000000000000004,,10,uniform,softmax,categorical_crossentropy,3.0000700000000005,64,32,128,<class 'keras.optimizers.Adam'>,
713,7,1.9496800755879966,0.19076305627822876,1.8769829141830872,0.24649298191070557,relu,elu,tanh,tanh,relu,256,0.2,,20,normal,softmax,categorical_crossentropy,6.00004,128,128,32,<class 'keras.optimizers.SGD'>,
1682,11,1.955500120618736,0.19076305627822876,1.8474642615678236,0.2578490376472473,tanh,tanh,elu,elu,elu,256,0.15000000000000002,,20,uniform,softmax,categorical_crossentropy,4.00006,64,256,128,<class 'keras.optimizers.SGD'>,
771,4,1.9542420958898155,0.1927710771560669,1.8966463462623184,0.24849699437618256,tanh,elu,elu,elu,elu,256,0.1,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,32,32,64,<class 'keras.optimizers.SGD'>,
1472,2,1.940178583424733,0.1927710771560669,1.9207929378361723,0.23246492445468903,tanh,tanh,tanh,relu,relu,256,0.35000000000000003,,10,normal,softmax,categorical_crossentropy,9.000010000000001,64,256,128,<class 'keras.optimizers.SGD'>,
1809,30,1.9343598075659878,0.19477911293506622,1.948974439758576,0.16232465207576752,relu,tanh,tanh,relu,tanh,256,0.2,,30,normal,softmax,categorical_crossentropy,0.0001,64,64,64,<class 'keras.optimizers.Adam'>,
244,4,1.9676903672965176,0.19477911293506622,1.871421028473573,0.2651970684528351,elu,tanh,tanh,elu,elu,256,0.05,,20,normal,softmax,categorical_crossentropy,7.000030000000001,64,256,128,<class 'keras.optimizers.SGD'>,
1916,8,1.932521939277649,0.19477911293506622,1.9097374293831244,0.23246492445468903,relu,elu,tanh,relu,relu,512,0.30000000000000004,,30,normal,softmax,categorical_crossentropy,8.000020000000001,128,32,256,<class 'keras.optimizers.SGD'>,
268,9,1.9982819303451294,0.19477911293506622,1.8579088923289286,0.24315297603607178,relu,tanh,elu,relu,elu,256,0.1,,30,normal,softmax,categorical_crossentropy,1.0000900000000001,64,128,128,<class 'keras.optimizers.RMSprop'>,
226,30,1.9387840530479767,0.19477911293506622,1.9433254917701563,0.146292582154274,tanh,elu,tanh,tanh,relu,256,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,0.0001,32,128,256,<class 'keras.optimizers.SGD'>,
1705,5,1.97760358632329,0.19678714871406555,1.9068921088535307,0.23112893104553223,relu,elu,elu,tanh,relu,256,0.1,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,32,64,64,<class 'keras.optimizers.Nadam'>,
397,20,1.9415329694747925,0.19678714871406555,1.9422524880789565,0.19572478532791138,relu,relu,elu,relu,tanh,512,0.05,,20,normal,softmax,categorical_crossentropy,0.0001,128,32,128,<class 'keras.optimizers.Nadam'>,
344,10,1.9254509205799026,0.19678714871406555,1.937740450313112,0.19639278948307037,relu,tanh,relu,tanh,tanh,256,0.25,,10,normal,softmax,categorical_crossentropy,0.0001,32,64,32,<class 'keras.optimizers.RMSprop'>,
1892,7,2.025149235284951,0.19678714871406555,1.8336770646000355,0.27588510513305664,relu,relu,tanh,relu,tanh,256,0.25,,20,uniform,softmax,categorical_crossentropy,1.0000900000000001,128,128,64,<class 'keras.optimizers.RMSprop'>,
880,2,1.941081891576928,0.19678714871406555,1.9277361435498408,0.22311289608478546,elu,tanh,relu,relu,relu,256,0.45,,10,uniform,softmax,categorical_crossentropy,1.0000900000000001,32,64,256,<class 'keras.optimizers.RMSprop'>,
1315,13,1.9893298656586185,0.19678714871406555,1.8986306625282119,0.2398129552602768,elu,elu,elu,elu,elu,256,0.0,,20,uniform,softmax,categorical_crossentropy,4.00006,64,32,256,<class 'keras.optimizers.Adam'>,
519,2,1.959631903583266,0.19678714871406555,1.902526840736807,0.22645290195941925,elu,relu,tanh,elu,elu,256,0.0,,10,normal,softmax,categorical_crossentropy,9.000010000000001,64,256,128,<class 'keras.optimizers.SGD'>,
1856,4,1.9723269695259003,0.19678714871406555,1.9093975843233353,0.237808957695961,elu,relu,tanh,tanh,tanh,256,0.05,,10,normal,softmax,categorical_crossentropy,1.0000900000000001,128,128,256,<class 'keras.optimizers.Adam'>,
349,4,1.9474880695343018,0.19678714871406555,1.9160256702739076,0.22177688777446747,relu,relu,relu,relu,relu,512,0.1,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,64,32,64,<class 'keras.optimizers.Adam'>,
1968,6,1.946763515472412,0.19678714871406555,1.9327701986353638,0.1629926562309265,elu,elu,relu,relu,tanh,512,0.2,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,32,64,128,<class 'keras.optimizers.Nadam'>,
1547,4,1.9822816264677239,0.19678714871406555,1.8837282706995209,0.22378090023994446,relu,elu,elu,relu,tanh,256,0.25,,20,normal,softmax,categorical_crossentropy,1.0000900000000001,128,64,32,<class 'keras.optimizers.Nadam'>,
1384,2,1.9385160207748413,0.19678714871406555,1.9482918818473178,0.1442885845899582,elu,relu,elu,tanh,relu,512,0.2,,10,uniform,softmax,categorical_crossentropy,0.0001,64,128,128,<class 'keras.optimizers.SGD'>,
181,7,1.9541940689086914,0.19678714871406555,1.914271737626177,0.22511689364910126,tanh,relu,tanh,tanh,relu,512,0.15000000000000002,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,64,32,128,<class 'keras.optimizers.RMSprop'>,
1869,4,2.1551878452301025,0.19678714871406555,1.8393721423630087,0.27521708607673645,tanh,elu,relu,tanh,elu,512,0.1,,10,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,64,128,<class 'keras.optimizers.Adam'>,
1597,6,1.9717536149733517,0.19879518449306488,1.933355587438177,0.2110888510942459,relu,tanh,tanh,elu,elu,256,0.35000000000000003,,10,normal,softmax,categorical_crossentropy,2.0000800000000005,32,32,128,<class 'keras.optimizers.RMSprop'>,
312,5,1.9753075450299733,0.19879518449306488,1.9054144940220203,0.22778891026973724,elu,elu,elu,relu,relu,256,0.25,,20,uniform,softmax,categorical_crossentropy,6.00004,64,32,32,<class 'keras.optimizers.Adam'>,
1978,7,1.9539542198181152,0.19879518449306488,1.8806288775078996,0.24248497188091278,relu,relu,tanh,relu,tanh,512,0.45,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,32,128,128,<class 'keras.optimizers.Adam'>,
1081,8,1.9368952512741089,0.19879518449306488,1.908756816554404,0.22244489192962646,elu,tanh,relu,relu,elu,512,0.2,,20,uniform,softmax,categorical_crossentropy,6.00004,32,64,64,<class 'keras.optimizers.SGD'>,
585,4,1.9397245645523071,0.19879518449306488,1.9088819304066813,0.23313292860984802,tanh,relu,elu,relu,tanh,512,0.25,,10,normal,softmax,categorical_crossentropy,6.00004,128,64,32,<class 'keras.optimizers.SGD'>,
1204,5,1.9311655759811401,0.19879518449306488,1.9124087848580513,0.22578489780426025,elu,relu,elu,elu,relu,512,0.35000000000000003,,20,normal,softmax,categorical_crossentropy,9.000010000000001,64,128,128,<class 'keras.optimizers.SGD'>,
1898,5,1.9386068491571877,0.19879518449306488,1.8666237775054708,0.24382098019123077,tanh,tanh,relu,relu,elu,256,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,4.00006,128,256,128,<class 'keras.optimizers.Adam'>,
705,30,1.932369873705638,0.19879518449306488,1.8944611210144593,0.24782899022102356,tanh,elu,elu,relu,tanh,256,0.25,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,64,64,<class 'keras.optimizers.SGD'>,
1685,7,1.982226014137268,0.19879518449306488,1.8949732863273951,0.2384769469499588,relu,elu,elu,relu,relu,512,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,64,256,32,<class 'keras.optimizers.Adam'>,
1838,5,1.932423787902158,0.19879518449306488,1.9052026734482708,0.22378090023994446,elu,elu,elu,tanh,relu,256,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,7.000030000000001,32,64,128,<class 'keras.optimizers.SGD'>,
102,6,1.9350284668336433,0.19879518449306488,1.890883057533142,0.25384101271629333,tanh,elu,tanh,elu,tanh,256,0.35000000000000003,,20,uniform,softmax,categorical_crossentropy,8.000020000000001,32,256,64,<class 'keras.optimizers.SGD'>,
843,8,1.9360493186966004,0.19879518449306488,1.8987452992615734,0.24649298191070557,elu,elu,tanh,tanh,relu,256,0.4,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,128,256,32,<class 'keras.optimizers.SGD'>,
577,4,1.954873608298091,0.19879518449306488,1.913493538348772,0.2110888510942459,relu,relu,relu,tanh,tanh,256,0.0,,30,uniform,softmax,categorical_crossentropy,7.000030000000001,32,64,32,<class 'keras.optimizers.Adam'>,
251,2,1.9547987592268181,0.19879518449306488,1.905269379765492,0.23112893104553223,elu,elu,relu,tanh,tanh,256,0.2,,10,normal,softmax,categorical_crossentropy,7.000030000000001,128,128,256,<class 'keras.optimizers.SGD'>,
1155,2,1.936049461364746,0.19879518449306488,1.9632711952817226,0.22912491858005524,tanh,elu,elu,tanh,relu,512,0.25,,10,normal,softmax,categorical_crossentropy,1.0000900000000001,128,256,128,<class 'keras.optimizers.Adam'>,
760,6,1.944088293845395,0.19879518449306488,1.8998062903672437,0.23112893104553223,elu,relu,relu,relu,tanh,256,0.2,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,32,128,128,<class 'keras.optimizers.SGD'>,
664,10,1.9517533779144287,0.19879518449306488,1.9483004493879015,0.16165664792060852,tanh,tanh,elu,tanh,relu,512,0.35000000000000003,,10,normal,softmax,categorical_crossentropy,0.0001,128,64,256,<class 'keras.optimizers.Nadam'>,
1883,17,1.9273909330368042,0.19879518449306488,1.890342020001026,0.25050100684165955,elu,relu,relu,tanh,tanh,512,0.45,,30,normal,softmax,categorical_crossentropy,7.000030000000001,128,256,128,<class 'keras.optimizers.SGD'>,
1902,7,2.013583088495645,0.19879518449306488,1.8274517012343219,0.27521708607673645,elu,elu,elu,elu,tanh,256,0.25,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,32,64,32,<class 'keras.optimizers.Nadam'>,
468,3,1.9269523342929211,0.19879518449306488,1.9089549611071865,0.21977287530899048,relu,tanh,relu,elu,tanh,256,0.30000000000000004,,10,uniform,softmax,categorical_crossentropy,2.0000800000000005,64,64,32,<class 'keras.optimizers.Adam'>,
935,3,1.9436849355697632,0.19879518449306488,1.9090476976527162,0.22378090023994446,elu,tanh,relu,tanh,elu,512,0.25,,20,normal,softmax,categorical_crossentropy,7.000030000000001,128,128,256,<class 'keras.optimizers.SGD'>,
531,19,1.9345602630132652,0.19879518449306488,1.9121682968789446,0.22044087946414948,elu,elu,elu,elu,relu,256,0.05,,30,uniform,softmax,categorical_crossentropy,7.000030000000001,64,32,32,<class 'keras.optimizers.Nadam'>,
1498,4,1.9375788930908264,0.2008032202720642,1.905697077453017,0.22244489192962646,elu,relu,relu,elu,tanh,256,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,4.00006,128,128,128,<class 'keras.optimizers.SGD'>,
1189,5,1.9651613235473633,0.2008032202720642,1.8569418305783727,0.24315297603607178,elu,tanh,relu,relu,elu,512,0.0,,20,uniform,softmax,categorical_crossentropy,1.0000900000000001,128,64,256,<class 'keras.optimizers.Adam'>,
584,8,1.933943271636963,0.2008032202720642,1.9018941335703583,0.22378090023994446,relu,elu,relu,elu,elu,512,0.05,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,64,64,32,<class 'keras.optimizers.SGD'>,
708,30,1.9412617262108738,0.2008032202720642,1.935182755918764,0.19639278948307037,tanh,tanh,relu,tanh,tanh,256,0.25,,30,normal,softmax,categorical_crossentropy,0.0001,64,256,256,<class 'keras.optimizers.Adam'>,
1070,5,1.9428922766183754,0.2008032202720642,1.8889185312834276,0.24983300268650055,elu,tanh,tanh,tanh,tanh,256,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,128,256,128,<class 'keras.optimizers.SGD'>,
420,27,1.9287534952163696,0.2008032202720642,1.8939287379812064,0.237140953540802,tanh,tanh,relu,relu,tanh,512,0.45,,30,normal,softmax,categorical_crossentropy,5.000050000000001,128,32,32,<class 'keras.optimizers.SGD'>,
892,5,1.9429843425750732,0.20281124114990234,1.910162215959094,0.21977287530899048,tanh,tanh,tanh,elu,elu,512,0.1,,30,uniform,softmax,categorical_crossentropy,6.00004,64,128,32,<class 'keras.optimizers.SGD'>,
1980,7,1.9631317384750488,0.20281124114990234,1.9367891941854136,0.2391449511051178,tanh,tanh,relu,relu,relu,256,0.1,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,32,128,256,<class 'keras.optimizers.RMSprop'>,
