,round_epochs,val_loss,val_accuracy,loss,accuracy,activation_1,activation_2,activation_3,activation_4,activation_5,batch_size,dropout,emb_output_dims,epochs,kernel_initializer,last_activation,loss,lr,neurons_layer_2,neurons_layer_3,neurons_layer_4,optimizer,weight_regulizer
1956,8,1.931807041168213,0.20481927692890167,1.9085852023196683,0.21977287530899048,elu,elu,relu,tanh,elu,512,0.0,,20,uniform,softmax,categorical_crossentropy,1.0000900000000001,32,256,64,<class 'keras.optimizers.Nadam'>,
1955,9,1.9424675703048706,0.20481927692890167,1.9183576265493074,0.21977287530899048,elu,tanh,tanh,relu,elu,512,0.25,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,32,256,64,<class 'keras.optimizers.Nadam'>,
1954,3,1.934876799583435,0.20481927692890167,1.9155829589049977,0.21977287530899048,tanh,tanh,tanh,elu,elu,512,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,6.00004,32,256,256,<class 'keras.optimizers.SGD'>,
1953,7,2.005326271057129,0.20481927692890167,1.9628651753695072,0.17501670122146606,elu,tanh,elu,elu,tanh,512,0.05,,20,normal,softmax,categorical_crossentropy,1.0000900000000001,128,256,128,<class 'keras.optimizers.Nadam'>,
1952,16,1.9355363845825195,0.20481927692890167,1.9231836861901548,0.21910487115383148,tanh,tanh,elu,tanh,elu,512,0.4,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,32,256,<class 'keras.optimizers.SGD'>,
1951,7,1.9391988515853882,0.20481927692890167,1.9179880997301662,0.21977287530899048,tanh,elu,elu,relu,tanh,512,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,4.00006,32,32,128,<class 'keras.optimizers.Nadam'>,
1950,18,1.9379910230636597,0.20481927692890167,1.9240467647910515,0.21977287530899048,relu,tanh,tanh,elu,relu,512,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,1.0000900000000001,64,256,128,<class 'keras.optimizers.SGD'>,
1949,9,1.9442160340198074,0.20481927692890167,1.9184183462827145,0.21977287530899048,elu,tanh,relu,relu,tanh,256,0.05,,30,uniform,softmax,categorical_crossentropy,4.00006,64,64,256,<class 'keras.optimizers.Adam'>,
1946,5,1.9416449347653064,0.20481927692890167,1.933663329922046,0.21977287530899048,tanh,elu,tanh,relu,tanh,256,0.0,,20,uniform,softmax,categorical_crossentropy,2.0000800000000005,128,64,64,<class 'keras.optimizers.Nadam'>,
1943,12,1.9391735792160034,0.20481927692890167,1.9172194668190752,0.21977287530899048,tanh,tanh,elu,relu,elu,512,0.1,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,128,256,32,<class 'keras.optimizers.Nadam'>,
1942,4,1.9413959716697295,0.20481927692890167,1.9618182827332216,0.19706079363822937,relu,tanh,relu,tanh,relu,256,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,32,256,256,<class 'keras.optimizers.RMSprop'>,
1941,5,1.941600326074654,0.20481927692890167,1.9177491480936268,0.21977287530899048,relu,elu,relu,relu,relu,256,0.2,,20,uniform,softmax,categorical_crossentropy,8.000020000000001,128,128,128,<class 'keras.optimizers.RMSprop'>,
1965,5,1.9482375383377075,0.20481927692890167,1.9160027386111742,0.21977287530899048,elu,relu,elu,relu,relu,512,0.05,,20,uniform,softmax,categorical_crossentropy,8.000020000000001,128,128,32,<class 'keras.optimizers.Nadam'>,
1939,8,1.9469204059087608,0.20481927692890167,1.9311506479042884,0.22044087946414948,tanh,tanh,relu,elu,relu,256,0.2,,30,normal,softmax,categorical_crossentropy,8.000020000000001,64,256,128,<class 'keras.optimizers.Adam'>,
1966,30,1.9359315633773804,0.20481927692890167,1.919421813690272,0.21977287530899048,tanh,elu,tanh,tanh,relu,512,0.1,,30,normal,softmax,categorical_crossentropy,8.000020000000001,128,256,128,<class 'keras.optimizers.Nadam'>,
1968,8,1.939794659614563,0.20481927692890167,1.9187491435405806,0.21977287530899048,tanh,elu,tanh,relu,tanh,512,0.1,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,64,64,64,<class 'keras.optimizers.RMSprop'>,
1997,5,1.9444293975830078,0.20481927692890167,1.9136427839198906,0.21977287530899048,elu,relu,elu,tanh,tanh,512,0.05,,30,normal,softmax,categorical_crossentropy,7.000030000000001,128,256,64,<class 'keras.optimizers.SGD'>,
1996,3,1.93932715285734,0.20481927692890167,1.9224811259634749,0.21977287530899048,tanh,tanh,elu,tanh,elu,256,0.0,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,64,64,64,<class 'keras.optimizers.SGD'>,
1994,10,1.9351131916046143,0.20481927692890167,1.9202709073771933,0.22177688777446747,elu,relu,tanh,tanh,relu,512,0.4,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,32,128,128,<class 'keras.optimizers.SGD'>,
1993,4,1.9375852346420288,0.20481927692890167,1.9161411424278816,0.21977287530899048,elu,relu,tanh,elu,tanh,512,0.0,,30,normal,softmax,categorical_crossentropy,5.000050000000001,32,64,128,<class 'keras.optimizers.SGD'>,
1992,4,1.9349863529205322,0.20481927692890167,1.920738899476861,0.21910487115383148,relu,elu,tanh,relu,tanh,512,0.2,,20,normal,softmax,categorical_crossentropy,7.000030000000001,64,64,64,<class 'keras.optimizers.SGD'>,
1990,9,1.9398950338363647,0.20481927692890167,1.9310429674351144,0.22177688777446747,elu,elu,elu,relu,elu,512,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,8.000020000000001,64,256,32,<class 'keras.optimizers.Adam'>,
1989,6,1.9461529829415931,0.20481927692890167,1.9187589004665673,0.21977287530899048,elu,elu,elu,relu,elu,256,0.45,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,128,64,32,<class 'keras.optimizers.Adam'>,
1988,7,1.9443141145399776,0.20481927692890167,1.9188779234965803,0.21910487115383148,tanh,tanh,tanh,relu,elu,256,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,6.00004,64,256,128,<class 'keras.optimizers.Adam'>,
1986,12,1.9318558983055942,0.20481927692890167,1.9207284042814532,0.21776887774467468,elu,relu,elu,elu,relu,256,0.45,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,128,64,128,<class 'keras.optimizers.SGD'>,
1984,4,1.9376077187587937,0.20481927692890167,1.9149949764042755,0.21977287530899048,elu,elu,relu,elu,elu,256,0.0,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,64,256,256,<class 'keras.optimizers.SGD'>,
1981,12,1.9368969202041626,0.20481927692890167,1.919891290690155,0.21977287530899048,relu,elu,relu,tanh,elu,512,0.0,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,128,64,64,<class 'keras.optimizers.SGD'>,
1979,4,1.9377052190313377,0.20481927692890167,1.923765802988627,0.21710087358951569,relu,relu,tanh,relu,relu,256,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,32,256,128,<class 'keras.optimizers.RMSprop'>,
1977,7,1.9407259225845337,0.20481927692890167,1.918107817868989,0.21977287530899048,relu,tanh,elu,relu,relu,512,0.45,,30,normal,softmax,categorical_crossentropy,7.000030000000001,32,64,64,<class 'keras.optimizers.RMSprop'>,
1976,11,1.9354653358459473,0.20481927692890167,1.9165661955325701,0.21977287530899048,elu,tanh,elu,tanh,relu,512,0.25,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,32,256,128,<class 'keras.optimizers.SGD'>,
1975,5,1.9566231046814517,0.20481927692890167,1.9228750641694767,0.21977287530899048,tanh,relu,elu,relu,elu,256,0.35000000000000003,,20,normal,softmax,categorical_crossentropy,9.000010000000001,32,64,32,<class 'keras.optimizers.Adam'>,
1974,4,1.9334471225738525,0.20481927692890167,1.9271153403507046,0.21843686699867249,tanh,relu,relu,elu,relu,512,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,128,32,256,<class 'keras.optimizers.Nadam'>,
1969,10,1.9828168771353112,0.20481927692890167,2.1841076705642117,0.15965263545513153,elu,tanh,elu,tanh,tanh,256,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,5.000050000000001,64,128,128,<class 'keras.optimizers.Adam'>,
1,15,1.9316836595535278,0.20481927692890167,1.9220427083586882,0.22110888361930847,relu,relu,elu,relu,elu,512,0.4,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,128,128,128,<class 'keras.optimizers.SGD'>,
1863,4,1.9397635459899902,0.20481927692890167,1.9213151906280415,0.21977287530899048,relu,relu,tanh,relu,elu,512,0.25,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,64,32,64,<class 'keras.optimizers.Nadam'>,
1937,3,1.9383914178633785,0.20481927692890167,1.9196089721952347,0.21977287530899048,elu,relu,relu,tanh,tanh,256,0.05,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,32,256,128,<class 'keras.optimizers.SGD'>,
1932,10,1.9493240118026733,0.20481927692890167,1.9232683190522228,0.2164328694343567,tanh,elu,relu,elu,relu,512,0.15000000000000002,,30,normal,softmax,categorical_crossentropy,4.00006,32,64,256,<class 'keras.optimizers.Nadam'>,
1898,3,1.9375178430932594,0.20481927692890167,1.9151175960191664,0.21977287530899048,relu,tanh,relu,tanh,elu,256,0.05,,20,normal,softmax,categorical_crossentropy,6.00004,128,256,256,<class 'keras.optimizers.SGD'>,
1897,4,1.94513701482949,0.20481927692890167,1.9240525235473591,0.21710087358951569,tanh,tanh,elu,relu,relu,256,0.2,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,32,256,256,<class 'keras.optimizers.Adam'>,
4,3,1.937804937362671,0.20481927692890167,1.917843078006166,0.21977287530899048,elu,relu,elu,tanh,elu,512,0.0,,20,normal,softmax,categorical_crossentropy,7.000030000000001,128,64,128,<class 'keras.optimizers.SGD'>,
1895,3,1.9375900030136108,0.20481927692890167,1.919166255172444,0.21977287530899048,tanh,elu,elu,relu,elu,512,0.15000000000000002,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,32,32,256,<class 'keras.optimizers.SGD'>,
1894,5,1.9424703121185303,0.20481927692890167,1.9320848470699332,0.1903807669878006,tanh,tanh,elu,relu,elu,512,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,9.000010000000001,128,256,64,<class 'keras.optimizers.Adam'>,
1893,5,1.9387941360473633,0.20481927692890167,1.9222812611179185,0.21776887774467468,tanh,elu,elu,tanh,tanh,512,0.45,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,64,128,256,<class 'keras.optimizers.SGD'>,
1892,5,1.9363881349563599,0.20481927692890167,1.9146877486624556,0.21977287530899048,elu,tanh,elu,relu,elu,512,0.0,,20,uniform,softmax,categorical_crossentropy,6.00004,32,64,256,<class 'keras.optimizers.SGD'>,
1891,5,1.9358668327331543,0.20481927692890167,1.9237130694812987,0.21977287530899048,relu,tanh,relu,elu,tanh,512,0.35000000000000003,,20,normal,softmax,categorical_crossentropy,7.000030000000001,128,32,32,<class 'keras.optimizers.SGD'>,
1890,8,1.9571966358935498,0.20481927692890167,1.8329854719465226,0.2585170269012451,relu,relu,elu,tanh,tanh,256,0.0,,20,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,64,32,<class 'keras.optimizers.Adam'>,
1889,3,1.9546040296554565,0.20481927692890167,1.9313248931047673,0.17702071368694305,relu,relu,tanh,relu,elu,512,0.25,,30,normal,softmax,categorical_crossentropy,4.00006,128,32,32,<class 'keras.optimizers.Adam'>,
1886,3,1.9418554779994919,0.20481927692890167,1.9177942671772632,0.2150968611240387,tanh,relu,elu,elu,elu,256,0.35000000000000003,,20,normal,softmax,categorical_crossentropy,4.00006,128,256,64,<class 'keras.optimizers.SGD'>,
1883,5,1.9395331431584186,0.20481927692890167,1.9176100689168762,0.21977287530899048,relu,tanh,elu,relu,relu,256,0.0,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,32,64,32,<class 'keras.optimizers.RMSprop'>,
1881,8,213.74362427738296,0.20481927692890167,152.66311632257026,0.13827654719352722,elu,tanh,elu,elu,elu,256,0.1,,30,normal,softmax,categorical_crossentropy,8.000020000000001,128,128,256,<class 'keras.optimizers.Nadam'>,
1879,5,1.9476211813080262,0.20481927692890167,1.9158114856612944,0.21977287530899048,tanh,relu,elu,relu,elu,256,0.05,,30,normal,softmax,categorical_crossentropy,9.000010000000001,32,256,256,<class 'keras.optimizers.RMSprop'>,
1874,30,1.9375829643992535,0.20481927692890167,1.92020238672166,0.21977287530899048,tanh,tanh,tanh,tanh,relu,256,0.2,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,128,256,256,<class 'keras.optimizers.Adam'>,
1871,10,1.9201611280441284,0.20481927692890167,1.941250329106827,0.20240481197834015,tanh,relu,relu,tanh,relu,512,0.25,,30,normal,softmax,categorical_crossentropy,8.000020000000001,128,32,64,<class 'keras.optimizers.RMSprop'>,
1869,6,1.9364119523979095,0.20481927692890167,1.9280182730777309,0.21977287530899048,elu,elu,tanh,relu,relu,256,0.05,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,64,256,64,<class 'keras.optimizers.Adam'>,
1899,12,1.9304210186962143,0.20481927692890167,1.911678475145507,0.22244489192962646,elu,tanh,relu,tanh,tanh,256,0.25,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,64,32,64,<class 'keras.optimizers.SGD'>,
1933,4,2.2905965598232774,0.20481927692890167,2.160734908932754,0.1636606603860855,elu,tanh,relu,relu,tanh,256,0.05,,20,uniform,softmax,categorical_crossentropy,3.0000700000000005,64,64,128,<class 'keras.optimizers.RMSprop'>,
1901,10,1.9283533096313477,0.20481927692890167,1.9081000112738702,0.22845691442489624,relu,tanh,elu,tanh,elu,512,0.45,,30,normal,softmax,categorical_crossentropy,8.000020000000001,64,128,256,<class 'keras.optimizers.SGD'>,
1903,16,3.3717641830444336,0.20481927692890167,5.012355341939983,0.1670006662607193,elu,elu,tanh,elu,elu,512,0.2,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,128,256,256,<class 'keras.optimizers.Adam'>,
1931,6,5.331350094822037,0.20481927692890167,5.293092971335432,0.1670006662607193,relu,relu,relu,tanh,tanh,256,0.25,,20,normal,softmax,categorical_crossentropy,9.000010000000001,32,64,32,<class 'keras.optimizers.Nadam'>,
1930,7,1.9349562173866364,0.20481927692890167,1.9177795324472084,0.21910487115383148,elu,relu,relu,relu,tanh,256,0.35000000000000003,,20,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,256,64,<class 'keras.optimizers.SGD'>,
1929,8,1.9480989989506672,0.20481927692890167,1.9214085523653763,0.21977287530899048,relu,elu,tanh,elu,relu,256,0.0,,20,normal,softmax,categorical_crossentropy,1.0000900000000001,32,256,32,<class 'keras.optimizers.SGD'>,
1928,6,2.014016628265381,0.20481927692890167,2.0675225211686903,0.19906479120254517,relu,relu,elu,elu,elu,512,0.25,,30,normal,softmax,categorical_crossentropy,4.00006,128,32,64,<class 'keras.optimizers.Nadam'>,
1927,4,1.9895007610321045,0.20481927692890167,1.9301755401239287,0.17368069291114807,elu,relu,tanh,tanh,relu,512,0.30000000000000004,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,128,128,32,<class 'keras.optimizers.Adam'>,
1926,9,1.9389375448226929,0.20481927692890167,1.922847681389543,0.21977287530899048,relu,tanh,elu,relu,elu,512,0.05,,20,normal,softmax,categorical_crossentropy,1.0000900000000001,64,32,32,<class 'keras.optimizers.SGD'>,
1925,8,2.0002543504937105,0.20481927692890167,1.936657945792836,0.1883767545223236,tanh,relu,relu,elu,elu,256,0.1,,20,uniform,softmax,categorical_crossentropy,6.00004,32,64,256,<class 'keras.optimizers.Nadam'>,
1922,8,1.9390963315963745,0.20481927692890167,1.9177704929270263,0.21977287530899048,tanh,elu,tanh,relu,tanh,512,0.4,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,32,32,64,<class 'keras.optimizers.Adam'>,
1920,19,1.935313751419864,0.20481927692890167,1.914783358175753,0.21977287530899048,elu,relu,tanh,relu,relu,256,0.4,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,32,64,64,<class 'keras.optimizers.SGD'>,
1918,5,1.9313663833112602,0.20481927692890167,1.9221478590745487,0.21776887774467468,tanh,elu,tanh,relu,relu,256,0.35000000000000003,,20,uniform,softmax,categorical_crossentropy,1.0000900000000001,32,256,128,<class 'keras.optimizers.RMSprop'>,
1917,4,1.9440425634384155,0.20481927692890167,1.9191198790957311,0.21977287530899048,relu,relu,elu,relu,tanh,512,0.1,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,128,128,64,<class 'keras.optimizers.Adam'>,
1914,3,1.9371874332427979,0.20481927692890167,1.9231950683281591,0.22044087946414948,relu,elu,tanh,relu,tanh,512,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,64,128,256,<class 'keras.optimizers.SGD'>,
1913,13,1.9355874061584473,0.20481927692890167,1.917895837712463,0.21977287530899048,elu,tanh,elu,relu,relu,512,0.2,,20,normal,softmax,categorical_crossentropy,6.00004,64,256,128,<class 'keras.optimizers.Adam'>,
2,17,1.9340308373232922,0.20481927692890167,1.9315235541515057,0.22044087946414948,elu,elu,elu,elu,relu,256,0.15000000000000002,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,128,32,128,<class 'keras.optimizers.Nadam'>,
1911,9,1.9353529076020881,0.20481927692890167,1.9134601531382314,0.22177688777446747,relu,relu,relu,tanh,elu,256,0.25,,20,normal,softmax,categorical_crossentropy,5.000050000000001,32,32,64,<class 'keras.optimizers.SGD'>,
1910,4,1.9413798276679104,0.20481927692890167,1.9171062999354576,0.21977287530899048,tanh,elu,tanh,relu,relu,256,0.45,,30,uniform,softmax,categorical_crossentropy,6.00004,128,256,256,<class 'keras.optimizers.RMSprop'>,
1906,27,1.9352619647979736,0.20481927692890167,1.9202079987955953,0.21977287530899048,tanh,tanh,relu,tanh,relu,512,0.15000000000000002,,30,normal,softmax,categorical_crossentropy,7.000030000000001,128,256,256,<class 'keras.optimizers.RMSprop'>,
1902,7,1.9380607604980469,0.20481927692890167,1.916901794448246,0.21977287530899048,tanh,relu,elu,relu,relu,512,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,7.000030000000001,64,128,256,<class 'keras.optimizers.SGD'>,
1728,5,2.1652914041496185,0.20481927692890167,2.2155126397738716,0.18102872371673584,elu,tanh,tanh,tanh,tanh,256,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,64,128,<class 'keras.optimizers.Nadam'>,
11,7,1.9682655904187736,0.20481927692890167,1.9302062009602448,0.21977287530899048,relu,relu,elu,elu,elu,256,0.0,,20,normal,softmax,categorical_crossentropy,4.00006,128,128,128,<class 'keras.optimizers.Nadam'>,
1726,5,1.9353735446929932,0.20481927692890167,1.9216467228107796,0.21977287530899048,elu,tanh,tanh,elu,elu,512,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,64,64,128,<class 'keras.optimizers.SGD'>,
1547,4,1.9355201721191406,0.20481927692890167,1.9172346341904594,0.21843686699867249,relu,relu,tanh,relu,tanh,512,0.35000000000000003,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,64,256,128,<class 'keras.optimizers.SGD'>,
1546,7,2.0833659143332977,0.20481927692890167,2.1871514718534155,0.15096861124038696,relu,elu,tanh,tanh,tanh,256,0.2,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,32,64,32,<class 'keras.optimizers.Adam'>,
1544,4,1.945203185081482,0.20481927692890167,1.919573591881461,0.21977287530899048,elu,relu,tanh,elu,elu,512,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,32,256,64,<class 'keras.optimizers.Nadam'>,
24,7,1.933061957359314,0.20481927692890167,1.9203188275207896,0.21977287530899048,relu,tanh,elu,tanh,relu,512,0.25,,20,uniform,softmax,categorical_crossentropy,4.00006,128,256,128,<class 'keras.optimizers.SGD'>,
1542,18,1.9332998991012573,0.20481927692890167,1.9178538295373808,0.21977287530899048,relu,elu,tanh,elu,relu,512,0.05,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,64,256,64,<class 'keras.optimizers.SGD'>,
1540,8,3.8174033164978027,0.20481927692890167,3.231225723414399,0.15965263545513153,tanh,tanh,elu,elu,tanh,512,0.05,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,64,128,32,<class 'keras.optimizers.RMSprop'>,
1535,5,1.9632401327531501,0.20481927692890167,1.9258482768365202,0.2117568403482437,relu,relu,relu,tanh,tanh,256,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,2.0000800000000005,64,32,32,<class 'keras.optimizers.Nadam'>,
1534,20,1.9340240955352783,0.20481927692890167,1.9209132858650957,0.21977287530899048,relu,elu,relu,tanh,elu,512,0.1,,20,normal,softmax,categorical_crossentropy,1.0000900000000001,64,32,256,<class 'keras.optimizers.SGD'>,
1533,5,1.9469421024782112,0.20481927692890167,1.919254726541783,0.21977287530899048,relu,relu,relu,relu,tanh,256,0.25,,30,normal,softmax,categorical_crossentropy,5.000050000000001,64,64,32,<class 'keras.optimizers.Nadam'>,
1532,6,1.9352397918701172,0.20481927692890167,1.922784691344282,0.22177688777446747,tanh,elu,relu,tanh,relu,512,0.45,,30,normal,softmax,categorical_crossentropy,7.000030000000001,64,128,256,<class 'keras.optimizers.SGD'>,
1531,8,1.9366765022277832,0.20481927692890167,1.9237557679872634,0.21776887774467468,tanh,elu,elu,tanh,relu,512,0.45,,20,uniform,softmax,categorical_crossentropy,5.000050000000001,128,128,64,<class 'keras.optimizers.SGD'>,
1530,30,1.9385550022125244,0.20481927692890167,1.9234804566414578,0.21977287530899048,relu,tanh,relu,tanh,relu,512,0.1,,30,normal,softmax,categorical_crossentropy,1.0000900000000001,64,128,128,<class 'keras.optimizers.SGD'>,
1529,6,2.4774005920532716,0.20481927692890167,2.7976630920557954,0.15965263545513153,tanh,elu,elu,tanh,tanh,256,0.4,,20,normal,softmax,categorical_crossentropy,4.00006,128,256,128,<class 'keras.optimizers.Nadam'>,
1527,4,1.9353961944580078,0.20481927692890167,1.9191618543827462,0.21977287530899048,relu,relu,elu,tanh,elu,512,0.2,,30,uniform,softmax,categorical_crossentropy,7.000030000000001,128,256,32,<class 'keras.optimizers.SGD'>,
1526,9,1.9489463428895637,0.20481927692890167,1.9197553969576269,0.21977287530899048,relu,tanh,relu,tanh,relu,256,0.1,,20,normal,softmax,categorical_crossentropy,4.00006,64,128,128,<class 'keras.optimizers.Adam'>,
1525,8,1.9333126544952393,0.20481927692890167,1.9225209285676201,0.21977287530899048,relu,tanh,elu,relu,relu,512,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,128,256,32,<class 'keras.optimizers.SGD'>,
1524,7,1.939898414305415,0.20481927692890167,1.9181967675884963,0.21977287530899048,elu,tanh,elu,relu,tanh,256,0.45,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,64,64,128,<class 'keras.optimizers.RMSprop'>,
1549,3,1.9374683913456867,0.20481927692890167,1.920626733409777,0.21843686699867249,tanh,relu,tanh,elu,relu,256,0.4,,20,normal,softmax,categorical_crossentropy,9.000010000000001,64,256,256,<class 'keras.optimizers.SGD'>,
1523,4,1.9408733969232643,0.20481927692890167,1.9217001454545086,0.21910487115383148,relu,elu,elu,tanh,elu,256,0.25,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,32,32,128,<class 'keras.optimizers.SGD'>,
1550,20,1.9316803216934204,0.20481927692890167,1.9116051929667541,0.22244489192962646,tanh,elu,elu,relu,elu,512,0.2,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,128,64,64,<class 'keras.optimizers.SGD'>,
1553,14,1.9354327893161392,0.20481927692890167,1.9131072561344307,0.21843686699867249,tanh,tanh,relu,relu,tanh,256,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,128,256,128,<class 'keras.optimizers.SGD'>,
1588,6,1.9394156683879684,0.20481927692890167,1.9168541272162753,0.21977287530899048,elu,tanh,elu,relu,elu,256,0.25,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,32,32,<class 'keras.optimizers.RMSprop'>,
1586,7,1.9397655093526265,0.20481927692890167,1.9378284158591994,0.2124248445034027,elu,relu,tanh,tanh,relu,256,0.30000000000000004,,30,normal,softmax,categorical_crossentropy,9.000010000000001,64,256,64,<class 'keras.optimizers.RMSprop'>,
1585,4,1.9405155181884766,0.20481927692890167,1.9217998629501842,0.21977287530899048,elu,tanh,elu,tanh,relu,512,0.1,,30,normal,softmax,categorical_crossentropy,7.000030000000001,32,128,64,<class 'keras.optimizers.SGD'>,
1584,5,1.9569000005722046,0.20481927692890167,1.9609212681063828,0.19906479120254517,relu,elu,relu,relu,tanh,512,0.0,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,128,64,64,<class 'keras.optimizers.Nadam'>,
1582,10,1.9636550888000244,0.20481927692890167,1.9364184652397294,0.19772879779338837,relu,relu,relu,tanh,elu,256,0.05,,30,normal,softmax,categorical_crossentropy,7.000030000000001,32,32,256,<class 'keras.optimizers.Nadam'>,
1580,6,1.9369103113810222,0.20481927692890167,1.9130581040818768,0.22044087946414948,tanh,relu,relu,relu,elu,256,0.05,,30,normal,softmax,categorical_crossentropy,8.000020000000001,64,256,128,<class 'keras.optimizers.SGD'>,
1579,7,2.0603030800340645,0.20481927692890167,1.930160921178982,0.21977287530899048,tanh,relu,relu,tanh,elu,256,0.0,,30,uniform,softmax,categorical_crossentropy,4.00006,128,64,256,<class 'keras.optimizers.Nadam'>,
1578,4,1.9359074926759345,0.20481927692890167,1.921201344800935,0.21977287530899048,relu,relu,tanh,relu,elu,256,0.0,,20,normal,softmax,categorical_crossentropy,6.00004,64,32,128,<class 'keras.optimizers.Nadam'>,
1575,8,1.9694947004318237,0.20481927692890167,1.93657493455934,0.2150968611240387,relu,relu,relu,tanh,tanh,512,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,7.000030000000001,64,32,64,<class 'keras.optimizers.Adam'>,
21,10,1.9562379351581436,0.20481927692890167,2.142519874897653,0.15698063373565674,tanh,elu,relu,tanh,elu,256,0.25,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,128,256,64,<class 'keras.optimizers.Adam'>,
1573,4,1.9396005868911743,0.20481927692890167,1.9191804276200717,0.22044087946414948,tanh,tanh,relu,elu,tanh,512,0.25,,30,uniform,softmax,categorical_crossentropy,6.00004,128,256,64,<class 'keras.optimizers.SGD'>,
1566,5,1.9360038630933647,0.20481927692890167,1.9169353544512986,0.21977287530899048,relu,elu,elu,relu,elu,256,0.4,,20,uniform,softmax,categorical_crossentropy,4.00006,32,128,256,<class 'keras.optimizers.SGD'>,
1560,11,4.933414936065674,0.20481927692890167,4.429604822743632,0.1429525762796402,tanh,relu,tanh,tanh,elu,512,0.0,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,128,128,64,<class 'keras.optimizers.RMSprop'>,
1559,9,1.9449681445776699,0.20481927692890167,1.9168272613284583,0.21977287530899048,elu,elu,tanh,relu,elu,256,0.25,,20,uniform,softmax,categorical_crossentropy,6.00004,128,256,64,<class 'keras.optimizers.Adam'>,
1556,4,1.9400889772966683,0.20481927692890167,1.9169745943748562,0.21977287530899048,tanh,tanh,elu,relu,relu,256,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,6.00004,128,128,64,<class 'keras.optimizers.SGD'>,
1555,4,2.2546179562687394,0.20481927692890167,2.1400722185611407,0.17234468460083008,relu,relu,relu,tanh,elu,256,0.15000000000000002,,30,uniform,softmax,categorical_crossentropy,4.00006,64,128,256,<class 'keras.optimizers.Nadam'>,
1554,10,1.9403112772478157,0.20481927692890167,1.9169350105201552,0.21977287530899048,tanh,tanh,tanh,relu,relu,256,0.2,,20,uniform,softmax,categorical_crossentropy,4.00006,64,32,128,<class 'keras.optimizers.Adam'>,
